IDADE,RENDA_ANUAL,MORADIA,TEMPO_DE_SERVICO,MOTIVO_EMPRESTIMO,SCORE_CREDITO,VALOR_EMPRESTIMO,TAXA_DE_JUROS,SITUACAO_INADIMPLENCIA,COMPROMETIMENTO_DA_RENDA,HISTORICO_DE_INADIMPLENCIA,HISTORICO_DE_CREDITO,CADASTRO_COMPLETO,OBSERVACOES
23,48500,alugada,5,saude,A,3850,8.49,0,0.08,n,2,sim,
26,75000,alugada,0,saude,B,12000,10.38,0,0.16,n,3,sim,
27,35000,propria,2,reforma,B,6000,11.99,0,0.17,n,10,sim,
35,100000,hipoteca,19,empreendimento,B,1800,9.63,0,0.02,n,8,sim,
21,31680,alugada,5,empreendimento,C,15000,12.61,1,0.47,s,2,sim,
30,37400,hipoteca,6,saude,D,12700,17.27,1,0.34,n,5,sim,
24,32000,,1,saude,A,10800,NULL,0,0.25,n,6,não,"Cálculo do comprometimento da renda diferente do apontado; "
34,72000,alugada,17,saude,C,2400,13.16,0,0.03,n,8,sim,
27,44000,alugada,1,empreendimento,D,5000,16.89,1,0.11,s,10,sim,
23,52800,alugada,4,empreendimento,C,14000,14.27,0,0.27,n,3,sim,
25,39996,alugada,3,saude,A,5000,6.92,0,0.13,n,3,sim,
23,70000,alugada,1,empreendimento,C,3000,14.27,0,0.04,s,2,sim,
27,105000,alugada,1,reforma,B,16000,NULL,0,0.15,n,8,não,
26,62000,hipoteca,10,empreendimento,C,10000,13.43,0,0.16,s,2,sim,
32,156000,hipoteca,14,uso_pessoal,B,10000,9.63,0,0.06,n,9,sim,
30,49000,propria,NULL,saude,A,12000,14.27,NULL,0.16,s,2,não,"Cálculo do comprometimento da renda diferente do apontado; "
24,54000,alugada,5,empreendimento,C,21600,13.49,1,0.4,n,2,sim,
26,95400,hipoteca,8,uso_pessoal,C,5000,12.68,0,0.05,n,3,sim,
38,40000,alugada,4,educacao,B,18225,12.42,1,0.46,n,17,sim,
28,100000,alugada,1,educacao,A,10000,7.51,0,0.1,n,7,sim,
28,69000,alugada,1,empreendimento,D,12000,14.46,1,0.17,n,9,sim,
22,44000,alugada,2,empreendimento,D,10000,15.58,1,0.23,n,3,sim,
23,43500,alugada,2,uso_pessoal,C,10400,13.49,0,0.24,n,4,sim,
24,87504,propria,9,empreendimento,B,7000,8.88,0,0.08,n,3,sim,
22,26000,hipoteca,4,uso_pessoal,B,4000,9.25,0,0.15,n,2,sim,
28,56100,alugada,9,saude,D,20000,14.59,1,0.3,s,5,sim,"Cálculo do comprometimento da renda diferente do apontado; "
22,25000,alugada,3,educacao,B,3000,12.69,0,0.12,n,3,sim,
24,70000,alugada,0,saude,C,6425,13.72,0,0.09,n,2,sim,
24,90000,hipoteca,8,uso_pessoal,C,5000,11.34,0,0.06,s,4,sim,
31,110000,hipoteca,5,,D,19200,NULL,NULL,0.26,n,2,não,"Cálculo do comprometimento da renda diferente do apontado; "
25,38748,alugada,2,uso_pessoal,A,3000,7.29,0,0.08,n,3,sim,
26,57000,hipoteca,10,empreendimento,A,14000,5.42,0,0.25,n,4,sim,
33,58344,alugada,5,empreendimento,D,11975,16.29,0,0.21,s,9,sim,
22,42000,alugada,3,educacao,B,8500,12.53,0,0.2,n,4,sim,
26,75000,alugada,0,quitacao_debitos,A,7000,8.9,0,0.09,n,4,sim,
38,48000,hipoteca,1,uso_pessoal,A,18000,8.49,0,0.38,n,11,sim,
25,62000,alugada,9,quitacao_debitos,A,7000,7.49,0,0.11,n,4,sim,
22,28800,hipoteca,0,empreendimento,B,11500,NULL,0,0.4,n,3,não,
23,112995,alugada,7,empreendimento,A,2500,7.37,0,0.02,n,3,sim,
23,43200,alugada,7,saude,C,5000,12.87,0,0.12,s,3,sim,
22,25000,hipoteca,0,reforma,B,3000,9.99,1,0.12,n,3,sim,
26,38400,alugada,0,saude,A,12000,5.99,1,0.31,n,2,sim,
22,36614,alugada,5,saude,B,7000,9.99,1,0.19,n,4,sim,
30,39750,hipoteca,3,reforma,B,1425,10.37,0,0.04,n,5,sim,
32,130000,hipoteca,0,uso_pessoal,A,12000,8.59,0,0.09,n,7,sim,
40,182004,hipoteca,7,reforma,D,25000,16.07,0,0.14,s,12,sim,
23,57000,propria,7,educacao,B,4200,10.51,0,0.07,n,3,sim,
24,50000,alugada,4,empreendimento,A,18000,7.9,1,0.36,n,4,sim,
22,26500,alugada,3,quitacao_debitos,A,1900,7.29,1,0.07,n,3,sim,
24,85100,alugada,3,educacao,C,15000,NULL,0,0.18,s,2,não,
29,97000,alugada,4,empreendimento,B,25000,10.37,0,0.26,n,10,sim,
22,50000,alugada,4,educacao,A,9350,7.49,0,0.19,n,3,sim,
26,65000,alugada,1,empreendimento,A,3000,5.79,0,0.05,n,2,sim,
27,41000,hipoteca,3,uso_pessoal,A,10000,8.59,0,0.24,n,8,sim,
28,148000,hipoteca,0,reforma,D,15000,15.65,1,0.1,s,5,sim,
36,55000,alugada,8,empreendimento,A,7500,8.9,0,0.14,n,13,sim,
33,69600,hipoteca,17,uso_pessoal,B,16000,11.99,0,0.23,n,8,sim,
27,125000,hipoteca,2,educacao,A,8000,6.76,0,0.06,n,10,sim,
24,74000,alugada,7,educacao,D,8000,15.62,0,0.11,s,2,sim,
30,145000,hipoteca,4,educacao,B,12000,NULL,0,0.08,n,8,não,
24,35004,hipoteca,5,educacao,A,7000,5.42,0,0.2,n,3,sim,
25,108000,hipoteca,9,uso_pessoal,B,4800,12.42,0,0.04,n,4,sim,
22,57200,hipoteca,7,quitacao_debitos,A,7500,7.51,0,0.13,n,3,sim,
38,30000,alugada,5,empreendimento,C,5000,13.61,0,0.17,s,11,sim,
22,60000,alugada,0,educacao,B,15000,11.71,0,0.25,n,3,sim,
30,45063,alugada,7,saude,D,7500,15.05,1,0.17,n,6,sim,
23,39000,alugada,0,uso_pessoal,E,4800,17.99,1,0.12,n,4,sim,
24,33000,alugada,4,saude,D,4800,14.91,1,0.15,s,4,sim,
27,78000,hipoteca,6,empreendimento,D,15275,16.89,0,0.2,n,6,sim,
27,23004,alugada,6,educacao,F,3000,17.8,0,0.13,s,10,sim,
50,60000,hipoteca,8,quitacao_debitos,A,2000,7.49,0,0.03,n,15,sim,
24,145000,hipoteca,4,quitacao_debitos,B,20000,11.36,0,0.14,n,3,sim,
22,26004,alugada,5,saude,B,4800,10.99,0,0.18,n,4,sim,
30,40000,alugada,8,empreendimento,A,2500,5.79,0,0.06,n,8,sim,
29,45516,hipoteca,13,quitacao_debitos,C,6000,13.49,0,0.13,n,8,sim,
41,50780,hipoteca,14,uso_pessoal,B,6000,10.99,0,0.12,n,17,sim,
25,128500,hipoteca,1,reforma,C,15000,12.53,0,0.12,s,3,sim,
40,54000,alugada,7,uso_pessoal,B,12000,10.62,0,0.22,n,14,sim,
21,50000,alugada,5,educacao,C,1000,13.49,0,0.02,n,3,sim,
23,54000,hipoteca,2,saude,D,7500,15.58,1,0.14,n,2,sim,
30,57600,hipoteca,13,uso_pessoal,A,6000,NULL,0,0.1,n,10,não,
31,50000,,3,,A,4500,5.79,0,0.12,n,2,não,"Cálculo do comprometimento da renda diferente do apontado; "
24,80400,hipoteca,5,uso_pessoal,A,12000,5.79,0,0.15,n,2,sim,
23,89204,hipoteca,5,educacao,A,18000,7.9,0,0.2,n,4,sim,
21,17916,alugada,1,saude,A,3000,6,1,0.17,n,3,sim,
24,85000,alugada,0,saude,C,15000,13.11,0,0.18,n,3,sim,
22,50000,alugada,3,empreendimento,C,13000,12.23,0,0.26,n,3,sim,
23,25200,alugada,0,reforma,C,6000,13.23,1,0.24,s,4,sim,
23,48000,alugada,4,educacao,C,1600,13.98,0,0.03,n,3,sim,
30,100000,hipoteca,14,saude,B,15000,11.14,0,0.15,n,9,sim,
23,61000,propria,1,uso_pessoal,B,12000,11.71,0,0.2,n,2,sim,
29,53313,alugada,13,saude,B,19850,NULL,1,0.37,n,7,não,
28,140000,propria,12,empreendimento,D,18000,16.29,0,0.13,n,7,sim,
22,28800,propria,2,educacao,D,10000,16.49,0,0.35,s,2,sim,
35,59196,hipoteca,0,educacao,A,5000,8,0,0.08,n,5,sim,
26,48000,propria,10,empreendimento,B,15000,11.12,0,0.31,n,3,sim,
22,40058,hipoteca,5,empreendimento,B,6000,9.91,0,0.15,n,2,sim,
21,33000,alugada,0,reforma,C,2000,12.61,1,0.06,s,3,sim,
26,64212,hipoteca,5,uso_pessoal,C,9600,14.27,0,0.15,s,2,sim,
26,116000,alugada,10,saude,B,19800,11.48,0,0.17,n,4,sim,
28,66560,alugada,4,uso_pessoal,B,4800,10.36,0,0.07,n,5,sim,
25,48074,alugada,4,educacao,C,12000,13.85,0,0.25,s,4,sim,
26,84000,alugada,10,educacao,B,12000,NULL,0,0.14,n,2,não,
21,19968,alugada,4,educacao,C,5000,NULL,1,0.25,n,2,não,
30,250000,propria,8,saude,D,15000,15.99,0,0.06,s,8,sim,
45,139380,propria,4,reforma,A,9000,7.51,0,0.06,n,12,sim,
24,73000,alugada,5,saude,C,9600,13.92,0,0.13,s,3,sim,
40,55000,alugada,14,reforma,A,18000,7.88,1,0.33,n,14,sim,
26,45000,alugada,3,educacao,A,6000,5.79,0,0.13,n,2,sim,
24,86000,hipoteca,3,empreendimento,C,15000,13.16,0,0.17,n,3,sim,
34,67014,hipoteca,18,empreendimento,C,16000,13.22,0,0.24,n,8,sim,
22,31760,alugada,3,uso_pessoal,B,12875,12.53,1,0.41,n,4,sim,
25,51684,hipoteca,9,uso_pessoal,D,4000,15.99,0,0.08,n,4,sim,
23,57700,hipoteca,7,uso_pessoal,B,3500,10.65,0,0.06,n,4,sim,
25,62400,propria,NULL,saude,D,15000,17.58,0,0.24,n,4,não,
26,96000,hipoteca,3,educacao,C,12000,13.11,0,0.13,n,4,sim,
30,22584,propria,NULL,saude,A,5000,7.51,0,0.22,n,10,não,
28,48000,alugada,1,educacao,A,2500,8.49,0,0.05,n,5,sim,
31,120000,hipoteca,6,uso_pessoal,D,25000,16.32,0,0.21,s,7,sim,
NULL,35000,alugada,9,educacao,A,7000,11.49,NULL,0.22,n,2,não,"Cálculo do comprometimento da renda diferente do apontado; "
23,65000,alugada,3,uso_pessoal,B,14000,10.65,0,0.22,n,4,sim,
21,36500,alugada,2,empreendimento,A,5500,7.51,0,0.15,n,2,sim,
21,20004,propria,2,educacao,B,2500,9.63,0,0.12,n,3,sim,
26,50004,hipoteca,10,educacao,A,5000,9.32,0,0.1,n,2,sim,
28,34000,hipoteca,2,saude,B,8000,12.69,1,0.24,n,9,sim,
22,29004,hipoteca,6,educacao,A,2500,6.91,0,0.09,n,3,sim,
22,NULL,hipoteca,6,educacao,A,6700,14.26,0,0.21,,2,não,
27,45000,propria,4,empreendimento,C,20000,12.84,0,0.44,n,10,sim,
45,82800,alugada,4,educacao,C,25000,12.87,1,0.3,s,14,sim,
39,75000,alugada,0,educacao,B,14400,12.53,0,0.19,n,11,sim,
40,120000,propria,15,saude,B,20000,NULL,0,0.17,n,11,não,
41,32004,alugada,2,reforma,D,1500,14.74,1,0.05,n,17,sim,
25,43000,hipoteca,5,quitacao_debitos,A,10000,7.88,0,0.23,n,3,sim,
34,50000,propria,NULL,educacao,A,10000,6.03,0,0.2,n,5,não,
35,88000,,18,saude,B,4000,10.99,0,0.04,,9,não,"Cálculo do comprometimento da renda diferente do apontado; "
36,170000,hipoteca,13,empreendimento,A,25000,7.51,0,0.15,n,13,sim,
21,84400,propria,2,empreendimento,A,12000,8.94,0,0.14,n,3,sim,
24,19200,alugada,2,saude,C,2000,13.49,0,0.1,n,4,sim,
22,41000,alugada,5,empreendimento,A,14000,NULL,1,0.34,n,3,não,
25,59000,alugada,0,saude,D,5000,15.62,1,0.08,s,3,sim,
25,74000,hipoteca,9,educacao,A,18000,7.9,1,0.24,n,2,sim,
42,69228,alugada,3,reforma,A,10000,7.49,0,0.14,n,13,sim,
39,201000,alugada,6,empreendimento,B,13500,11.49,0,0.07,n,14,sim,
23,75000,hipoteca,7,educacao,A,16100,7.9,0,0.21,n,3,sim,
25,140000,alugada,9,educacao,A,20000,6.54,0,0.14,n,4,sim,
22,40000,alugada,3,educacao,B,12000,11.89,0,0.3,n,3,sim,
28,37152,alugada,12,educacao,D,2300,13.17,0,0.06,n,7,sim,
25,78000,hipoteca,9,quitacao_debitos,D,8000,16,1,0.1,n,2,sim,
22,40000,alugada,2,educacao,A,10000,7.14,0,0.25,n,3,sim,
24,25000,alugada,0,educacao,A,4400,6.76,0,0.18,n,2,sim,
25,100000,hipoteca,9,reforma,B,17600,10.59,0,0.18,n,2,sim,
28,127500,hipoteca,5,saude,E,20000,17.04,1,0.13,s,8,sim,"Cálculo do comprometimento da renda diferente do apontado; "
26,59000,alugada,2,uso_pessoal,B,8500,11.83,0,0.14,n,4,sim,
24,70399,alugada,0,saude,A,1000,8.59,0,0.01,n,3,sim,
24,131004,hipoteca,8,uso_pessoal,A,24000,7.49,0,0.18,n,4,sim,
22,118812,hipoteca,6,saude,C,15000,13.35,0,0.13,n,2,sim,
22,24000,alugada,0,uso_pessoal,E,1500,18.79,1,0.06,s,4,sim,
26,47000,alugada,0,saude,A,15600,12.69,NULL,0.17,,9,não,"Cálculo do comprometimento da renda diferente do apontado; "
28,35000,propria,2,uso_pessoal,D,13250,16.89,0,0.38,n,7,sim,
42,80000,hipoteca,3,uso_pessoal,B,10000,11.49,0,0.13,n,14,sim,
25,66000,alugada,7,quitacao_debitos,B,6500,10.25,0,0.1,n,3,sim,
22,70000,alugada,0,educacao,A,8000,7.66,0,0.11,n,4,sim,
40,158000,alugada,2,reforma,E,25000,16.82,1,0.16,n,16,sim,
21,40000,alugada,6,quitacao_debitos,C,15000,14.27,1,0.38,n,3,sim,
22,33996,alugada,6,empreendimento,D,15000,14.96,1,0.44,s,4,sim,
28,78000,hipoteca,5,quitacao_debitos,A,12000,5.79,0,0.15,n,5,sim,
33,72000,hipoteca,6,empreendimento,A,4250,5.42,0,0.06,n,5,sim,
22,105000,alugada,4,empreendimento,B,6000,9.99,0,0.06,n,2,sim,
24,95004,hipoteca,8,empreendimento,A,16000,5.79,0,0.17,n,4,sim,
33,40056,hipoteca,5,empreendimento,B,16750,9.88,0,0.42,n,6,sim,
25,NULL,propria,9,,A,6400,NULL,0,0.1,n,3,não,
23,76000,propria,3,educacao,B,18000,10.99,0,0.24,n,2,sim,
NULL,113000,,7,educacao,A,3600,9.99,0,0.1,n,4,não,"Cálculo do comprometimento da renda diferente do apontado; "
28,84500,,13,reforma,C,5000,13.48,0,0.1,,10,não,"Cálculo do comprometimento da renda diferente do apontado; "
26,147000,hipoteca,3,reforma,A,4100,6.92,0,0.03,n,3,sim,
27,81300,alugada,3,empreendimento,B,29000,12.69,1,0.36,n,6,sim,
36,41000,hipoteca,6,quitacao_debitos,B,6250,10.62,0,0.15,n,17,sim,
44,80100,hipoteca,16,saude,B,8000,10.38,0,0.1,n,16,sim,
25,48000,hipoteca,5,reforma,A,7800,8.94,0,0.16,n,2,sim,
23,39120,propria,4,saude,B,7000,11.71,0,0.18,n,3,sim,
24,54000,hipoteca,3,uso_pessoal,B,8000,10.99,0,0.15,n,3,sim,
24,54000,hipoteca,8,empreendimento,D,1500,14.42,1,0.03,s,2,sim,
26,90000,hipoteca,10,educacao,A,1000,6.17,0,0.01,n,4,sim,
22,24000,alugada,0,uso_pessoal,B,2100,12.21,0,0.09,n,2,sim,
23,92000,hipoteca,0,educacao,B,12950,9.96,0,0.14,n,2,sim,
29,71000,hipoteca,4,reforma,C,11000,13.43,0,0.15,s,6,sim,
24,40000,alugada,NULL,uso_pessoal,D,3000,17.27,1,0.07,s,2,não,"Cálculo do comprometimento da renda diferente do apontado; "
21,9600,propria,0,empreendimento,B,1200,10.99,0,0.13,n,4,sim,
45,55000,alugada,17,empreendimento,B,12000,9.91,0,0.22,n,12,sim,
38,35000,alugada,6,uso_pessoal,B,5000,9.99,0,0.14,n,14,sim,
26,40000,alugada,0,uso_pessoal,C,5000,13.11,0,0.13,s,3,sim,
60,29000,alugada,0,reforma,D,2500,15.33,1,0.09,s,27,sim,
38,38000,alugada,3,quitacao_debitos,A,10000,8.59,0,0.26,n,15,sim,
21,26400,alugada,0,educacao,C,2400,14.79,0,0.09,s,2,sim,
24,135000,hipoteca,8,empreendimento,B,21000,12.69,0,0.16,n,2,sim,
22,54000,alugada,2,saude,D,7000,14.96,1,0.13,s,2,sim,
25,370000,hipoteca,5,quitacao_debitos,C,15000,12.99,0,0.04,s,2,sim,
28,125000,hipoteca,8,educacao,B,8000,11.14,0,0.06,n,10,sim,
36,59617,hipoteca,14,uso_pessoal,D,21000,15.62,0,0.35,n,14,sim,
42,101000,hipoteca,6,quitacao_debitos,F,25000,16.15,1,0.25,s,14,sim,
23,54000,alugada,7,educacao,B,4500,NULL,1,0.08,n,2,não,
25,150000,hipoteca,3,reforma,A,15000,6.54,0,0.1,n,2,sim,
33,62000,propria,2,reforma,C,9800,13.79,0,0.16,s,10,sim,
24,33996,alugada,1,quitacao_debitos,C,7000,13.16,1,0.21,n,3,sim,
29,99400,hipoteca,3,empreendimento,A,6000,6.92,0,0.06,n,7,sim,
22,45000,hipoteca,1,educacao,B,8000,12.53,0,0.18,n,3,sim,
28,41700,hipoteca,7,empreendimento,B,7750,12.21,0,0.19,n,9,sim,
23,30680,alugada,7,quitacao_debitos,B,10000,10.37,1,0.33,n,4,sim,
22,52500,hipoteca,3,quitacao_debitos,B,4000,10.65,0,0.08,n,4,sim,
25,38400,hipoteca,9,empreendimento,B,12000,10.38,0,0.31,n,3,sim,
25,55315,alugada,3,educacao,B,NULL,10.25,NULL,0.24,n,2,não,
22,60000,hipoteca,1,educacao,B,17000,9.45,0,0.28,n,4,sim,
23,54400,hipoteca,0,saude,D,12000,15.62,1,0.19,n,3,sim,"Cálculo do comprometimento da renda diferente do apontado; "
44,102000,alugada,9,saude,,1400,NULL,1,0.03,s,2,não,"Cálculo do comprometimento da renda diferente do apontado; "
22,75000,hipoteca,NULL,quitacao_debitos,A,NULL,10.99,0,0.09,n,13,não,"Histórico de crédito incompatível com a idade;"
24,82632,alugada,0,educacao,B,10000,12.21,0,0.12,n,4,sim,
33,140000,hipoteca,14,quitacao_debitos,A,9600,6.91,0,0.07,n,5,sim,
45,70000,hipoteca,15,saude,A,10000,8.59,0,0.14,n,12,sim,
25,50000,hipoteca,5,educacao,C,4000,13.43,0,0.08,s,3,sim,
35,105000,hipoteca,11,educacao,A,10000,NULL,0,0.1,n,10,não,
31,79800,hipoteca,3,uso_pessoal,A,5000,6.91,0,0.06,n,9,sim,
30,44000,alugada,0,saude,A,2000,7.29,0,0.05,n,8,sim,
31,60000,hipoteca,4,reforma,B,9600,10.08,0,0.16,n,8,sim,
25,47000,hipoteca,9,educacao,A,12000,6.62,1,0.26,n,2,sim,
NULL,90000,hipoteca,3,educacao,A,6000,7.68,0,0.09,,8,não,"Cálculo do comprometimento da renda diferente do apontado; "
30,40000,hipoteca,8,reforma,B,8600,10.65,0,0.21,n,6,sim,"Cálculo do comprometimento da renda diferente do apontado; "
24,42856,alugada,8,quitacao_debitos,A,16000,8.9,1,0.37,n,3,sim,
26,125000,alugada,0,saude,B,8000,9.63,0,0.06,n,3,sim,
32,60000,alugada,0,quitacao_debitos,B,6000,10.36,0,0.1,n,7,sim,
25,60500,propria,6,uso_pessoal,B,17000,12.42,0,0.28,n,2,sim,
27,72000,alugada,4,reforma,B,20000,9.25,0,0.28,n,10,sim,
28,150000,alugada,1,educacao,B,8000,11.71,0,0.05,n,10,sim,
25,62604,alugada,2,uso_pessoal,A,9000,NULL,0,0.14,n,3,não,
22,50000,alugada,6,quitacao_debitos,B,7200,NULL,0,0.14,n,4,não,
29,56000,hipoteca,4,educacao,D,18000,14.61,0,0.32,s,9,sim,
26,66000,alugada,0,quitacao_debitos,A,2875,7.49,0,0.04,n,2,sim,
37,37000,hipoteca,7,educacao,B,4000,10.59,0,0.11,n,12,sim,
38,30500,alugada,8,educacao,C,10000,14.22,1,0.33,n,12,sim,
27,55000,alugada,0,empreendimento,B,16000,11.12,0,0.29,n,9,sim,
21,52700,hipoteca,4,saude,D,26400,16.49,1,0.43,n,3,sim,"Cálculo do comprometimento da renda diferente do apontado; "
23,60000,alugada,2,empreendimento,B,23000,12.18,1,0.38,n,4,sim,
28,60000,alugada,1,quitacao_debitos,B,3600,12.21,0,0.06,n,10,sim,
25,65900,alugada,2,quitacao_debitos,A,10000,8.49,0,0.15,n,2,sim,
24,20000,propria,2,reforma,A,3000,8.94,0,0.15,n,2,sim,
27,73660,alugada,4,reforma,,NULL,7.9,0,0.2,n,4,não,
24,100000,hipoteca,0,quitacao_debitos,C,16000,14.72,0,0.16,n,2,sim,
37,12360,alugada,3,educacao,B,4000,9.99,1,0.32,n,13,sim,
25,90000,alugada,5,uso_pessoal,A,10000,7.49,0,0.11,n,2,sim,
38,72000,hipoteca,8,reforma,D,5000,12.92,0,0.07,n,16,sim,
31,96000,hipoteca,1,saude,B,22500,11.36,0,0.23,n,5,sim,
23,57000,alugada,7,quitacao_debitos,B,10000,11.48,0,0.18,n,4,sim,
34,54000,alugada,2,reforma,D,15000,14.11,1,0.28,s,7,sim,
25,77000,hipoteca,6,educacao,D,8000,15.33,0,0.1,n,2,sim,
35,100000,hipoteca,14,uso_pessoal,A,10000,6.62,0,0.1,n,8,sim,
23,45000,alugada,2,educacao,C,1700,14.72,0,0.04,n,2,sim,
28,16800,propria,NULL,saude,C,5000,13.98,1,0.3,n,8,não,
23,38000,hipoteca,5,empreendimento,B,4000,12.42,0,0.11,n,3,sim,
27,49200,hipoteca,11,saude,A,9600,5.42,0,0.2,n,6,sim,
23,40000,hipoteca,0,quitacao_debitos,B,6000,10.65,0,0.15,n,4,sim,
21,84000,hipoteca,5,quitacao_debitos,B,10000,12.53,0,0.12,n,4,sim,
30,100000,hipoteca,9,saude,A,12000,8.9,0,0.12,n,10,sim,
25,145000,hipoteca,3,uso_pessoal,B,7500,10.08,0,0.05,n,2,sim,
30,198171,hipoteca,4,quitacao_debitos,A,5000,5.79,0,0.03,n,6,sim,
31,99000,alugada,0,reforma,C,5675,13.23,0,0.06,s,8,sim,
26,145992,hipoteca,0,uso_pessoal,D,20000,NULL,0,0.14,s,2,não,
39,61250,hipoteca,0,uso_pessoal,A,5200,8.49,0,0.08,n,17,sim,
25,32760,hipoteca,6,empreendimento,B,6000,10.59,0,0.18,n,2,sim,
26,86000,alugada,4,empreendimento,C,10000,13.49,0,0.12,n,4,sim,
22,24000,alugada,0,educacao,B,4500,11.49,0,0.19,n,2,sim,
34,154000,hipoteca,4,uso_pessoal,B,4000,10.37,0,0.03,n,8,sim,
34,54000,alugada,5,saude,D,3000,15.37,1,0.06,s,6,sim,
26,60000,hipoteca,10,empreendimento,A,12500,6.92,0,0.21,n,2,sim,
25,45000,alugada,9,educacao,A,4800,7.51,0,0.11,n,3,sim,
28,115000,hipoteca,12,quitacao_debitos,B,18000,10.37,0,0.16,n,7,sim,
22,34359,alugada,6,educacao,A,7475,9.63,0,0.22,n,2,sim,
22,50000,alugada,6,saude,A,9500,6.99,0,0.19,n,2,sim,
23,36000,alugada,0,educacao,A,8000,7.51,0,0.22,n,2,sim,
41,17000,alugada,0,uso_pessoal,C,1500,15.23,1,0.09,n,13,sim,
30,24414,alugada,0,saude,A,5000,6.91,0,0.2,n,7,sim,
24,238000,hipoteca,2,quitacao_debitos,A,7000,7.66,1,0.03,n,2,sim,
41,62000,alugada,3,saude,B,7500,11.36,0,0.12,n,16,sim,
24,30000,alugada,6,quitacao_debitos,A,6000,7.51,0,0.2,n,3,sim,
25,45000,hipoteca,1,empreendimento,A,3000,6.62,0,0.07,n,2,sim,
27,105000,alugada,4,empreendimento,B,20000,10.62,0,0.19,n,9,sim,
23,75000,propria,7,educacao,D,12000,12.49,0,0.16,n,4,sim,
26,74000,hipoteca,9,reforma,C,1200,13.22,0,0.02,s,4,sim,
48,110000,hipoteca,6,educacao,A,6000,8.94,0,0.05,n,14,sim,
25,45000,hipoteca,4,empreendimento,C,10400,14.27,0,0.23,s,2,sim,
21,165000,hipoteca,5,educacao,A,20000,6.91,0,0.12,n,4,sim,
30,48000,propria,3,reforma,C,1500,13.48,0,0.03,s,5,sim,
23,61836,hipoteca,4,quitacao_debitos,D,1700,16.77,1,0.03,n,4,sim,
53,88000,alugada,0,educacao,A,5000,8.49,0,0.06,n,25,sim,
21,45000,alugada,5,saude,A,6000,9.38,0,0.13,n,4,sim,
40,52000,hipoteca,6,reforma,C,7000,14.65,1,0.13,n,14,sim,
25,62165,,2,saude,,7500,NULL,0,0.05,n,10,não,"Cálculo do comprometimento da renda diferente do apontado; "
29,58500,alugada,1,saude,D,22000,13.67,1,0.38,n,6,sim,
47,126000,alugada,1,saude,A,10000,6.91,0,0.08,n,17,sim,
22,32004,hipoteca,6,educacao,A,10000,7.51,0,0.31,n,2,sim,
24,96000,alugada,6,empreendimento,B,7000,9.91,0,0.07,n,3,sim,
23,63000,hipoteca,8,educacao,A,7300,7.49,0,0.12,n,2,sim,
23,84000,hipoteca,7,empreendimento,B,25000,12.53,0,0.3,n,2,sim,
26,63000,hipoteca,3,reforma,C,3800,12.04,0,0.06,s,4,sim,
27,80000,alugada,3,quitacao_debitos,B,7500,12.18,0,0.09,n,5,sim,
27,106000,alugada,5,quitacao_debitos,B,15000,10.75,0,0.14,n,6,sim,
24,56000,,NULL,saude,B,22750,11.36,1,0.39,n,4,não,"Cálculo do comprometimento da renda diferente do apontado; "
33,65000,hipoteca,3,quitacao_debitos,A,2000,7.88,0,0.03,n,7,sim,
22,42000,alugada,1,saude,B,10000,12.42,0,0.24,n,4,sim,
40,34500,alugada,2,uso_pessoal,D,5400,12.61,1,0.16,n,13,sim,
42,60000,alugada,3,reforma,A,7200,5.79,0,0.12,n,11,sim,
35,170000,hipoteca,6,educacao,A,6500,7.49,0,0.04,n,10,sim,
28,35000,alugada,2,saude,C,4800,13.49,0,0.14,n,5,sim,
24,47110,hipoteca,0,uso_pessoal,B,11000,10.99,0,0.23,n,4,sim,
24,45000,alugada,8,saude,A,3000,7.49,0,0.07,n,4,sim,
23,34255,alugada,7,empreendimento,G,6000,22.11,1,0.18,s,3,sim,
23,98800,hipoteca,7,empreendimento,B,1000,11.49,0,0.01,n,3,sim,
35,84000,hipoteca,0,,C,5500,6.76,0,0.09,,9,não,"Cálculo do comprometimento da renda diferente do apontado; "
22,60000,alugada,4,uso_pessoal,A,9600,7.9,0,0.16,n,3,sim,
22,50000,propria,6,saude,A,15000,8.63,0,0.3,n,2,sim,
29,38004,alugada,2,uso_pessoal,C,1500,12.53,1,0.04,s,7,sim,
32,84000,hipoteca,15,saude,A,15000,6.91,0,0.18,n,7,sim,
27,127000,hipoteca,6,uso_pessoal,B,21000,10.99,0,0.17,n,8,sim,
26,47000,alugada,0,saude,A,16500,NULL,1,0.35,n,4,não,
31,25000,alugada,0,saude,A,13000,8.9,1,0.52,n,7,sim,
24,56100,hipoteca,4,saude,D,4900,15.95,1,0.07,s,4,sim,"Cálculo do comprometimento da renda diferente do apontado; "
26,95000,hipoteca,1,empreendimento,B,15000,10.37,0,0.16,n,4,sim,
23,76000,alugada,0,uso_pessoal,D,7000,14.96,1,0.09,n,4,sim,
25,32000,hipoteca,8,quitacao_debitos,A,5600,7.9,0,0.17,n,3,sim,"Cálculo do comprometimento da renda diferente do apontado; "
31,35000,hipoteca,2,quitacao_debitos,B,10225,9.99,0,0.29,n,6,sim,
34,31075,hipoteca,3,educacao,A,7400,7.51,0,0.24,n,6,sim,
28,35000,hipoteca,5,uso_pessoal,C,9600,13.16,0,0.27,n,8,sim,
42,47000,alugada,2,saude,B,25000,12.18,1,0.53,n,15,sim,
